"","festival_id","title","sub_title","artist","year","description","genre","latitude","longitude","age_category","ID"
"1225","book","Horror and Weirdness, a Scottish Peculiarity","Leading Writers Discuss the Dark Side of Fiction","Ian Rankin","2013","<p>
	Robert Louis Stevenson&rsquo;s Dr Jekyll and Thrawn Janet; Shakespeare&rsquo;s Three Weird Sisters: what is it about the Scottish psyche that creates such beautifully wicked characters? And why do their stories continue to influence contemporary culture? Guest selector Margaret Atwood talks to Valerie Martin, author of Mary Reilly, a reworking of the Dr Jekyll story, and Ian Rankin, whose own writing is hugely influenced by this literary history.</p>","Literature",55.951903,-3.206913,"","Ian Rankin2013"
"1226","book","Monty Don","Getting to Grips with Our French Neighbours","Monty Don","2013","<p>
	Horticultural poster boy Monty Don has travelled around France in search of stories which bring alive the country&rsquo;s most intriguing garden spaces. In A French Garden Journey, Don ventures into historical gardens such as Versailles, Vaux le Vicomte and Courances to the kitchen gardens of Michelin chef Alain Passard, and in so doing aims to get under the French cultural skin and understand the country a little better.</p>","Literature",55.951903,-3.206913,"","Monty Don2013"
"1227","book","Arne Dahl & Alex Gray","Crime Writing Superstars Meet","Alex Gray","2013","<p>
	&lsquo;Forget Mankell: with Bad Blood this Swede has produced a true masterpiece.&rsquo; So said one German newspaper when the 2nd novel in Arne Dahl&rsquo;s Intercrime series was published. A decade on, it&rsquo;s released in English at last. Jan Arnald (pen name Arne Dahl) joins us for the first time alongside Scottish crime writing favourite Alex Gray, with the latest in her hugely popular Glasgow-set Detective Lorimer series, The Swedish Girl.</p>","Literature",55.951903,-3.206913,"","Alex Gray2013"
"1228","book","Karen McCombie: You, Me and Thing","","Karen McCombie","2013","<p>
	10 year old Ruby and her neighbour, Jackson, find a strange magical thing called, er, Thing, in the straggle of trees at the bottom of their gardens. Author Karen McCombie tells tales of the weird, wonderful and often random places she gets her inspiration for her fantastically funny new series, You, Me and Thing.</p>","Children",55.951903,-3.206913,"Age 7 - 9","Karen McCombie2013"
"1229","book","Ian Fraser & Ray Perman","Crisis at Scotland’s Biggest Banks","Ray Perman","2013","<p>
	Chaos at the Royal Bank of Scotland and HBOS during the global financial meltdown proved that even the most powerful institutions can collapse if they&rsquo;re not run properly. Financial journalist Ian Fraser has written Shredded, a scorching attack on the forces behind the RBS crisis, while Ray Perman&rsquo;s Hubris laments the terrible problems at HBOS. Both authors discuss how such calamities can be avoided in the future. Chaired by Brian Taylor.</p>","Literature",55.951903,-3.206913,"","Ray Perman2013"
"1230","book","Iwona Blazwick & Cornelia Parker","The Parley: Edinburgh Art Festival Talks","Iwona Blazwick","2013","<p>
	Cornelia Parker&rsquo;s art could be described as beautifully brutal. She shot to fame exhibiting Tilda Swinton sleeping in a glass case, and later blew up a garden shed so she could display the haunting remains. Today she talks with Iwona Blazwick, one of Britain&rsquo;s leading curators and the author of a major new book on Parker&rsquo;s work which includes the 9-metre shotgun Parker created at Jupiter Artland, near Edinburgh.</p>","Literature",55.951903,-3.206913,"","Iwona Blazwick2013"
"1231","book","Better than Life with Andrew Prentice & Jonathan Weil","","Andrew Prentice","2013","<p>
	Join Andrew Prentice and Jonathan Weil, the dynamic writing duo behind the brilliant new series Black Arts, on a whistle-stop tour of the stories they love. There will be galleons galore, starships and secret agents, pistol-packing ladies, maps, monsters and gold! From Marlinspike to Mordor, hear about the places they want to live, the people they want to be and the reasons they write together.</p>","Children",55.951903,-3.206913,"Age 9 - 12","Andrew Prentice2013"
"1232","book","Paterson's Ten at Ten","","Jenny Mayhew","2013","<p>
	Start your day with a quick and wonderful ten minute reading from one of our Festival authors. Check the screen in the Entrance Tent to see who&rsquo;s reading each day.</p>","Literature",55.951903,-3.206913,"","Jenny Mayhew2013"
"1233","book","Fiction from Fact with Elizabeth Laird & Sally Nicholls","","Elizabeth Laird","2013","<p>
	Historical facts can be learnt but to really understand the past, historical novels are an excellent resource. The latest novels by Elizabeth Laird and Sally Nicholls both take real figures and events and create compelling narratives. Elizabeth&rsquo;s The Prince Who Walked With Lions is the story of the last prince of Abyssinia and Sally describes the horrifying reality of a notorious baby farm in Close Your Pretty Eyes. Both cleverly interweave different realities, voices and narratives to create intriguing fiction.</p>","Children",55.951903,-3.206913,"Age 12 - 14","Elizabeth Laird2013"
"1234","book","Michelle Paver's Gods and Warriors","","Michelle Paver","2013","<p>
	Michelle Paver is a writer who can brilliantly evoke ancient times, effortlessly immersing her readers in wonderful adventures. Her latest series is set in the Mediterranean during the Bronze Age; the second book, The Burning Shadow, features awful humans, angry ghosts, corpses that won&rsquo;t stay dead and a pod of dolphins. Join Michelle as she tells you about the research she did for the books, the stories of her own adventures with dolphins and reveals why she finds the past so fascinating.</p>","Children",55.951903,-3.206913,"Age 9 - 12","Michelle Paver2013"
"1235","book","Ian Goldin","How to Reform Global Governance","Ian Goldin","2013","<p>
	A former Vice President of the World Bank, Ian Goldin wants to know why global governance is failing and in Divided Nations he asks what can be done about it. In today&rsquo;s event, addressing the universal challenges of climate change, pandemics, cyber security and finance, he explores why existing structures are not built to cope and why it is time to redesign our road map for the future.</p>","Literature",55.951903,-3.206913,"","Ian Goldin2013"
"1236","book","Jerry Brotton","Maps: Power, Plunder and Possession","Jerry Brotton","2013","<p>
	Over the centuries, the maps we&rsquo;ve made have changed radically, depending on the points of view and perspective of those who created them. Jerry Brotton, an expert in the history of maps, has produced a handsome and deeply knowledgeable book, A History of the World in Twelve Maps, showing that even Google Maps is far from a definitive representation of the world.</p>","Literature",55.951903,-3.206913,"","Jerry Brotton2013"
"1237","book","Blueprint Debate: Scottish Democracy","How Can We Put Scottish Voters in Control?","Lesley Riddoch","2013","<p>
	Alex Salmond has made his pitch clear: tick yes and we can be certain &lsquo;the people of Scotland will get the government they vote for&rsquo;. But will the country remain dependent on London&rsquo;s fiscal policies whatever the outcome? This politically charged debate includes a statement from the Electoral Reform Society Scotland following its recent inquiry into the future of Scottish democracy. Journalist and broadcaster <strong>Lesley Riddoch, </strong>author of <em>Blossom</em><strong>,</strong> and the Telegraph&rsquo;s Scottish Editor <strong>Alan Cochrane </strong>lock horns.</p>","Literature",55.951903,-3.206913,"","Lesley Riddoch2013"
"1238","book","Can We Trust Each Other?","The Suspicious Century","Gavin Esler","2013","<p>
	When Margaret Thatcher proclaimed &lsquo;there is no such thing as society&rsquo;, perhaps she was ahead of her time. After the scandals of paedophilia in the Catholic Church and horsemeat in ready meals, do we trust each other less than we did a generation ago? <strong>Gavin Esler </strong>and his guests, philosopher <strong>A C Grayling</strong> psychologist <strong>Claudia Hammond</strong> and Scottish History professor <strong>Ewen Cameron</strong>, explore why the fabric of trust in society seems to have been eroded.</p>","Literature",55.951903,-3.206913,"","Gavin Esler2013"
"1239","book","Tessa Hadley & Ruth Thomas","Fiction: A Lie that Reveals the Truth?","Ruth Thomas","2013","<p>
	&lsquo;Truth is so hard to tell, it sometimes needs fiction to make it plausible,&rsquo; said Francis Bacon. Meet two writers whose fiction reveals great truths. Acclaimed novelist Tessa Hadley tells the story of Stella from childhood to middle age in Clever Girl, while Edinburgh-based Ruth Thomas presents The Home Corner, in which a young woman&rsquo;s hold on reality unravels when she discovers an uncomfortable secret.</p>","Literature",55.951903,-3.206913,"","Ruth Thomas2013"
"1240","book","Frances Harrison","How an Uprising was Brutally Crushed","Frances Harrison","2013","<p>
	In 2009, winter sun-seekers relaxed on Sri Lanka&rsquo;s beaches, unaware that a bloody civil war was being waged nearby. A military crackdown indiscriminately killed thousands of Tamil rebels and civilians, but a government news blackout ensured the world was unaware. Former Amnesty International head of news and BBC foreign correspondent Frances Harrison interviewed survivors for Still Counting the Dead, and today she shares their gripping, heartbreaking stories.</p>","Literature",55.951903,-3.206913,"","Frances Harrison2013"
"1241","book","Marcel Theroux with John Gray","Would You Want to Live Forever?","John Gray","2013","<p>
	Strange Bodies is Marcel Theroux&rsquo;s extraordinary, thought-provoking novel about Nicky Slopen, who appears to come back from the dead. In this event Theroux is joined by political philosopher John Gray to discuss immortality, transhumanism and human consciousness, subjects they have explored in fiction and non-fiction respectively. Gray&#39;s The Immortalization Commission was one of the inspirations for Theroux&#39;s new novel.</p>","Literature",55.951903,-3.206913,"","John Gray2013"
"1242","book","Neil Forsyth","How Bob Servant Had the Last Laugh on Spam Emailers","Neil Forsyth","2013","<p>
	On the back of the recent Bob Servant BBC series, this event with creator Neil Forsyth will be heavily anticipated. For the uninitiated, Bob is a sixty-something, semi-retired Dundonian who has undertaken a campaign of fair play by outwitting and wrong-footing email spammers. Bone up on the original book, Delete This at Your Peril, and keep your firewall up at all times.</p>","Literature",55.951903,-3.206913,"","Neil Forsyth2013"
"1243","book","Dolls, Dragons and Dinosaurs with Julia Donaldson","","Julia Donaldson","2013","<p>
	It&rsquo;s time to see your favourite Julia Donaldson books brought to life in drama, song and rhyme. Join her and her merry band to hear the tale of The Paper Dolls, meet Zog, the most accident prone of dragons and experience some true dino-heroism with Tyrannosaurus Drip. There will be songs to sing, stories told and perhaps you&rsquo;ll also spot that rare creature, the Gruffalo!</p>","Children",55.951903,-3.206913,"Age 5 - 9","Julia Donaldson2013"
"1244","book","Charlotte Higgins","Roaming Britain","Charlotte Higgins","2013","<p>
	Last spring, Guardian chief arts writer Charlotte Higgins could be spotted trudging along the remains of the Antonine Wall. Indeed, she diligently completed a journey around Britain in her research for Under Another Sky, which explores what Roman Britain means to the British now. Today, she is joined by fellow Oxford graduate Stuart Kelly to discuss the legacy of the 400-year Roman adventure.</p>","Literature",55.951903,-3.206913,"","Charlotte Higgins2013"
"1245","book","Little Roar and Mr Croc with Jo Lodge","","Jo Lodge","2013","<p>
	Illustrator and paper-engineer Jo Lodge offers a fun-filled event full of stories and mask-making around her wonderfully lively animal characters, Little Roar and Mr Croc. Get acquainted with Little Roar and his friends, as featured in five new, pull-tab board books, each bursting with colour, bold lines and patterns &ndash; perfect for very young readers. You also get the chance to meet a very special, green and toothy guest!</p>","Children",55.951903,-3.206913,"Age 3 - 5","Jo Lodge2013"
"1246","book","Story Shop","","Claire Marchant-Collier","2013","<p>
	Celebrating the short story, the City of Literature Trust returns to hold a daily Story Shop. It&rsquo;s your chance to hear up-and-coming writers who are living and working in Edinburgh today. Daily at 4pm in the Guardian Spiegeltent; it&rsquo;s free, just drop-in. Reading today: Claire Marchant-Collier. Read the stories and find out more about our local writers at <a href=""http://www.cityofliterature.com"">www.cityofliterature.com</a> @EdinCityofLit.</p>","Literature",55.951903,-3.206913,"","Claire Marchant-Collier2013"
"1247","book","Jennie Erdal on War and Peace","Reading Workshop","Jennie Erdal","2013","<p>
	The aim of our reading workshops is to take a close look at a classic text, literary star or genre. Today, novelist and translator Jennie Erdal looks at a work in translation. Using Tolstoy&rsquo;s War and Peace, she explores new translations of the story, as opposed to the established versions that traditionally were the means by which English speakers &lsquo;received&rsquo; the Russian classics. With an open discussion from the start, you can either read the novel ahead of the event or be inspired to pick it up afterwards.</p>","Literature",55.951903,-3.206913,"","Jennie Erdal2013"
"1248","book","Rodge Glass & Adam Marek","Stories in the Key of Life","Rodge Glass","2013","<p>
	He&rsquo;s currently working in Liverpool but Rodge Glass was taught by Alasdair Gray and Scotland remains close to his heart. Today he presents his razor sharp collection of stories, LoveSexTravelMusik. Joining him is Adam Marek, a singular voice in British literature whose story collection The Stone Thrower is a crazy menagerie of startling ideas &ndash; all of them united around a parent&rsquo;s desire to protect a vulnerable child.</p>","Literature",55.951903,-3.206913,"","Rodge Glass2013"
"1249","book","T C Smout & Mairi Stewart","The Winding Story of the Firth of Forth","T C Smout","2013","<p>
	The Firth of Forth is the new book by Scotland&rsquo;s Historiographer Royal, Christopher Smout, and the environmental historian Mairi Stewart. It paints a portrait of one of the country&rsquo;s major bodies of water and analyses human interaction with the environment over thousands of years. How far have people affected the Forth&rsquo;s wildlife and how has the environment determined human civilisation in the area?</p>","Literature",55.951903,-3.206913,"","T C Smout2013"
"1250","book","Sally Gardner Takes Flight","","Sally Gardner","2013","<p>
	Do you like fairies? And detectives? Then you will love Wings &amp; Co, the latest series from the wonderful Sally Gardner all about fairy detective Emily Vole and her agency. In Three Pickled Herrings, Emily and her friends must find out which meddling fairy is stealing all the luck. Come and discover more, follow the clues and see if you can help solve the case.</p>","Children",55.951903,-3.206913,"Age 7 - 10","Sally Gardner2013"
"1251","book","Reading the City","From Pavements to the Page","James Robertson","2013","<p>
	Edinburgh&rsquo;s streets are steeped in literary history. From Scott and Stevenson to Renton and Rebus, writers have responded to the character and characters of Auld Reekie. In this special reading workshop hosted by our friends from the Edinburgh UNESCO City of Literature, a panel of distinguished Edinburgh writers give you a special literary tour, a unique insight into how they capture Scotland&rsquo;s capital with only words as their weapons.</p>","Literature",55.951903,-3.206913,"","James Robertson2013"
"1252","book","Paterson's Ten at Ten","","Jen Hadfield","2013","<p>
	Start your day with a quick and wonderful ten minute reading from one of our Festival authors. Check the screen in the Entrance Tent to see who&rsquo;s reading each day.</p>","Literature",55.951903,-3.206913,"","Jen Hadfield2013"
"1253","book","Biscuits and Magic with Heather Dyer","","Heather Dyer","2013","<p>
	Heather Dyer writes joyful, quirky tales about the magic of family and friendships. Join her as she talks about her much-loved adventures, The Fish in Room 11, The Girl with the Broken Wing and now, The Boy in the Biscuit Tin. Ibby is sent to stay with her aunt. She certainly doesn&rsquo;t believe in magic until she finds her cousin at the bottom of a biscuit tin, magically miniaturised.</p>","Children",55.951903,-3.206913,"Age 8 - 11","Heather Dyer2013"
"1254","book","Rastamouse with Michael De Souza & Genevieve Webster","","Michael de Souza","2013","<p>
	Give it up for da Easy Crew! That oh so cool Caribbean crime bustin&rsquo; mouse is in town&hellip; Join creators of Rastamouse, Michael and Genevieve, as they whisk you off to Jamaica for a riddim-rockin&rsquo; brand new picture book adventure, Rastamouse and the Micespace Mystery. All your favourite characters appear including Scratchy and Zoomer as well as a new high-tech villain. Me Wan Go!</p>","Children",55.951903,-3.206913,"Age 4 - 7","Michael de Souza2013"
"1255","book","Robert Peston","Towards Lasting Prosperity","Robert Peston","2013","<p>
	If journalism is the first draft of history, Robert Peston wrote the opening lines of the chapter called &lsquo;Credit Crunch&rsquo; with his famous Northern Rock scoop. However the BBC Business Editor&rsquo;s more profound contribution to posterity is in How Do We Fix This Mess?, his coruscating analysis of why Britain brought a financial tsunami upon itself. At this unmissable event he explains how we can avoid it happening again.</p>","Literature",55.951903,-3.206913,"","Robert Peston2013"
"1256","book","James Runcie & Sara Sheridan","In the Footsteps of Miss Marple and Hercule Poirot","Sara Sheridan","2013","<p>
	With his Grantchester Mysteries, James Runcie has created Sidney Chambers, a character not unlike his own father, and turns him into beguiling fiction every bit as friendly as the author himself. Join him to hear about Sidney Chambers and the Perils of the Night. Sara Sheridan has recently turned her considerable literary talents to the mystery genre and she unveils book two in her Mirabelle Bevan mystery series, London Calling.</p>","Literature",55.951903,-3.206913,"","Sara Sheridan2013"
"1257","book","Pippa Goodhart & Nick Sharratt: Just Imagine","","Nick Sharratt","2013","<p>
	You Choose by Nick Sharratt and Pippa Goodhart is 10 years old. A favourite with young readers, the book&rsquo;s wonderfully detailed illustrations look at a whole range of scenarios where choosing is made fun &ndash; and with a different ending every time, it can be read over and over again. Now the creative duo brings you Just Imagine, a book which lets you be different creatures each time. Get ready for a fun-packed event of choosing and imagining, of stories and live drawing.</p>","Children",55.951903,-3.206913,"Age 5 - 7","Nick Sharratt2013"
"1258","book","David Ashton","Anarchy in Edinburgh? Call for Inspector McLevy","David Ashton","2013","<p>
	Well known to Scottish audiences for his on-screen performances (most recently in The Last King of Scotland), David Ashton turned his hand to writing in 1984. These days, Ashton&rsquo;s Inspector McLevy series is becoming as well-known and loved as his acting. Today he introduces the latest McLevy adventure, Nor Will He Sleep, featuring unruly student gangs on the streets of Edinburgh in 1887.</p>","Literature",55.951903,-3.206913,"","David Ashton2013"
"1259","book","Something Wicked this Way Comes","","Dean Atta","2013","<p>
	Based on the novel by Gregory Maguire, which re-imagined The Wonderful Wizard of Oz, the musical Wicked is the incredible untold story of an unlikely friendship between two girls who first meet as sorcery students. The West End show of Wicked launched an annual Wicked Young Writers&rsquo; Award in 2010 to help develop writing talent in young people aged between 5 and 25. Join performance poet and author Dean Atta for a brilliantly entertaining and fun-filled event exploring the story and themes of friendship, acceptance, trust and tolerance &ndash; and get your wicked, creative writing juices flowing.</p>","Children",55.951903,-3.206913,"Families & 8+","Dean Atta2013"
"1260","book","William Dalrymple","The Battle for Afghanistan","William Dalrymple","2013","<p>
	There are striking parallels to be drawn between the current ignominious situation in Afghanistan and the first Anglo-Afghan War of 1839-42. William Dalrymple&rsquo;s history of that earlier conflict, The Return of a King, is earning rave reviews for its extensive research, not to mention its relevance to today&rsquo;s Afghanistan. We are delighted to welcome back the celebrated Scottish author of several major books on Asia, including The Last Mughal. Chaired by Magnus Linklater.</p>","Literature",55.951903,-3.206913,"","William Dalrymple2013"
"1261","book","Hooked on Drawing","","Vivian French","2013","<p>
	Picture Hooks was set up to support emerging Scottish illustrators, with well-known figures from the world of children&#39;s books mentoring 5 up-and-coming artists. At the end of the year their work will be exhibited in the Scottish National Gallery, and the winner will receive a contract from a leading children&#39;s book publisher. Author Vivian French has been instrumental in the scheme and she is joined by award-winning Cat Rayner and her mentee to discuss the process and offer tips to budding picture book artists.</p>","Children",55.951903,-3.206913,"Families & 10+","Vivian French2013"
"1262","book","Intergalactic War with S F Said","","SF Said","2013","<p>
	Adventure, space, destiny, aliens, explosions, starships, distant stars and galaxies. Whoa! Amazing! Come join S F Said to hear about his latest breathtaking book, Phoenix. Meet Lucky, an ordinary human boy who wakes to find an incredible power rising in him and a supernova coming, bringing with it a war between humans and aliens. Only one boy can save the galaxy &ndash; just as well he&rsquo;s called Lucky!</p>","Children",55.951903,-3.206913,"Age 9 - 11","SF Said2013"
"1263","book","Tam Dalyell","Thirty Years of Politics in Scotland","Tam Dalyell","2013","<p>
	As part of the Book Festival&rsquo;s 30th anniversary celebrations, the famously thrawn and deliciously dogged political leviathan Tam Dalyell looks back at three decades (and then some) of life in Scotland and Britain. In conversation with former Book Festival director Faith Liddell, Dalyell discusses Scotland&rsquo;s journey towards devolution, bringing his own forthright views to bear on the country&rsquo;s political future.</p>","Literature",55.951903,-3.206913,"","Tam Dalyell2013"
"1264","book","Glyn Dillon & Jon McNaught","Meditations, Musings and Morbidity","Glyn Dillon","2013","<p>
	A new breed of graphic novelists is doing fascinating things with words and pictures. Artist, animator and designer Glyn Dillon&rsquo;s The Nao Of Brown tells the story of a Japanese-English girl with an unusual form of OCD. Jon McNaught&rsquo;s Dockwood has received fulsome praise from Chris &lsquo;Jimmy Corrigan&rsquo; Ware and features stories of a small town in the south east of England set against a background of autumnal transitions.</p>","Literature",55.951903,-3.206913,"","Glyn Dillon2013"
"1265","book","Bringing Up Baby","Decades of Change in Childhood","Sara Sheridan","2013","<p>
	The 26 Treasures of Childhood project matched writers with objects from the Museum of Childhood to explore creative responses to different toys. The resulting work is a beautiful exploration of how childhood has changed and evolved. Join author and grandfather John Simmons, novelist and mother Sara Sheridan and broadcaster and former head of BBC Children&rsquo;s Production in Scotland, Simon Parsons, to understand how we should be bringing up baby.</p>","Literature",55.951903,-3.206913,"","Sara Sheridan2013"
"1266","book","Peter May & Teresa Solana","Tartan and Catalan Noir","Peter May","2013","<p>
	Meet two internationally-acclaimed authors whose novels are deeply connected to local areas. Peter May&rsquo;s highly acclaimed Lewis Trilogy concludes with The Chessmen, in which Fin Macleod has to investigate some illegal game-hunting on Lewis. By contrast Teresa Solana&rsquo;s The Sound of One Hand Killing is set in Barcelona, where twin detectives Borja and Eduard investigate a murder at a meditation centre in the glitziest part of the Catalan capital.</p>","Literature",55.951903,-3.206913,"","Peter May2013"
"1267","book","Rhidian Brook & C S Richardson","Strong Feelings in Hamburg and Paris","C.S. Richardson","2013","<p>
	It&rsquo;s no surprise that Ridley Scott is turning Rhidian Brook&rsquo;s The Aftermath into a major film. His sensitive evocation of Hamburg in 1946 is a story about passion, betrayal and the power of forgiveness during a time of de-Nazification. Passion is also at the heart of Canadian author C S Richardson&rsquo;s The Emperor of Paris, a novel that will surely win Richardson as many awards as his sensational debut did.</p>","Literature",55.951903,-3.206913,"","C.S. Richardson2013"
"1268","book","Are You Sitting Comfortably?","","Geraldine Heaney","2013","Join us for a quick, magical dip into the world of words with our free morning event for children of all ages. It might be a story, a poem, songs, rhymes or a reading with one of our Festival authors. Appearing today: Geraldine Heaney","Children",55.951903,-3.206913,"All Ages","Geraldine Heaney2013"
"1269","book","Nothing but the Poem","Three from 1983",NA,"2013","<p>
	This in-depth approach to reading is guaranteed to fire up your love of poetry. Led by Lilias Fraser from the Scottish Poetry Library, this relaxed discussion celebrates the Book Festival&rsquo;s 30th anniversary, offering a refreshing insight into a selection of poems from 1983 and capturing the poetic preoccupations of the time. No background knowledge required and poems will be provided.</p>","Literature",55.951903,-3.206913,"","NA2013"
"1270","book","Amity Gaige & Meg Rosoff","Fathers and Daughters Revealed","Keith Gray","2013","<p>
	Both Amity Gaige and Meg Rosoff have written lyrical accounts of fathers and daughters on road trips across the USA. Schroder by Gaige, recounts the 7 days a father spends with his daughter after kidnapping her, whilst Rosoff, with Picture Me Gone, tells the story through a 12 year old daughter&rsquo;s eyes as she skewers adult foibles. Tender, affecting and honest, these novels explore secrets buried and revealed. Chaired by Keith Gray.</p>","Literature",55.951903,-3.206913,"","Keith Gray2013"
"1271","book","Patricio Pron & Eugen Ruge","Leading Writers from Argentina and East Germany","Eugen Ruge","2013","<p>
	Award-winning Argentinian writer Patricio Pron is one of the most accomplished young novelists in the Spanish-speaking world. Today he presents his much-praised novel My Father&rsquo;s Ghost is Climbing in the Rain. Eugen Ruge, who left the GDR for West Germany in 1988, has now written In Times of Fading Light, a huge bestseller and winner of the German Book Prize 2011, which depicts life under the East German regime. Chaired by Richard Lea.</p>","Literature",55.951903,-3.206913,"","Eugen Ruge2013"
"1272","book","Are You Sitting Comfortably?","","James Carter","2013","Join us for a quick, magical dip into the world of words with our free morning event for children of all ages. It might be a story, a poem, songs, rhymes or a reading with one of our Festival authors. Appearing today: James Carter","Children",55.951903,-3.206913,"All Ages","James Carter2013"
"1273","book","Neil Gaiman","","Neil Gaiman","2013","<p>
	Discover the distinctive genius of Neil Gaiman and his latest story, Fortunately, the Milk. Neil&rsquo;s books for young readers never shy away from the odd, surreal or quirky which makes them attractive for stage and film adaptation. Join Neil and Vicky Featherstone, Artistic Director at the Royal Court, to talk wolves, goldfish, graveyards and very forgetful dads. Oh and get a sneak preview of the latest book, which isn&rsquo;t officially published until September.</p>","Children",55.951903,-3.206913,"Families & 8+","Neil Gaiman2013"
"1274","book","Are You Sitting Comfortably?","","Carolyne Latham","2013","Join us for a quick, magical dip into the world of words with our free morning event for children of all ages. Today, Carolyne Latham from Puppet Anima and Argos her dog join us for stories from ancient Greece.","Children",55.951903,-3.206913,"All Ages","Carolyne Latham2013"
"1275","book","Story Shop","","Vicki Jarrett","2013","<p>
	Celebrating the short story, the City of Literature Trust returns to hold a daily Story Shop. It&rsquo;s your chance to hear up-and-coming writers who are living and working in Edinburgh today. Daily at 4pm in the Guardian Spiegeltent; it&rsquo;s free, just drop-in. Reading today: Vicki Jarrett. Read the stories and find out more about our local writers at <a href=""http://www.cityofliterature.com"">www.cityofliterature.com</a> @EdinCityofLit.</p>","Literature",55.951903,-3.206913,"","Vicki Jarrett2013"
"1276","book","Edinburgh World Writers' Conference Event","The Novel: Tenacious as a Cockroach?","Hari Kunzru","2013","<p>
	A year ago, the Edinburgh World Writers&rsquo; Conference kicked off here with five events recalling the seminal Writers&rsquo; Conference of 1962. Since then, authors have been discussing the vital role the novel plays in cultural life, at events in 14 locations around the globe. What can we learn from the discussions? China Mi&eacute;ville, Hari Kunzru and Sema Kaygusuz talk about the future of fiction in an event chaired by Susie Nicklin.</p>","Literature",55.951903,-3.206913,"","Hari Kunzru2013"
"1277","book","Eleanor Catton & Hannah Kent","Fearsomely Talented Writers from Down Under","Hannah Kent","2013","<p>
	We are thrilled to welcome Eleanor Catton from New Zealand to launch her second novel. Few books are more keenly anticipated in the literary world this year than The Luminaries, a gripping mystery set during the 1866 gold rush. Also joining us from the other side of the world is Hannah Kent, the Adelaide-based author whose beautifully crafted, haunting debut novel, Burial Rites, is set in 19th century Iceland.</p>","Literature",55.951903,-3.206913,"","Hannah Kent2013"
"1278","book","Danny Dorling","The Population Explosion","Danny Dorling","2013","<p>
	Leading geographer and Professor for the Public Understanding of Social Science at Sheffield University, Danny Dorling has an extraordinary knack for taking complex subjects and explaining them simply. His latest book, Population 10 Billion, charts the rise in human numbers, and asks when the world&rsquo;s population might reach its peak. What issues will the world face as the population rises &ndash; and falls? Find out here.</p>","Literature",55.951903,-3.206913,"","Danny Dorling2013"
"1279","book","Paul Roberts","Who Were the People Who Died in Pompeii?","Paul Roberts","2013","<p>
	The ordinary people frozen in time by the eruption of Vesuvius, their bodies now cast in plaster, provide a vivid image of the catastrophe that beset Pompeii in AD79. The British Museum&rsquo;s current exhibition presents fascinating new discoveries from the city and its neighbour Herculaneum. Paul Roberts, curator of the exhibition and author of an accompanying book, joins us to share his insights. Chaired by Charlotte Higgins.</p>","Literature",55.951903,-3.206913,"","Paul Roberts2013"
"1280","book","Charles Moore","Mrs Thatcher's Official Biographer","Charles Moore","2013","<p>
	Love her or hate her, Margaret Thatcher changed the face of 20th century British politics. Charles Moore agreed to write the authorised biography of Britain&rsquo;s first female Prime Minister in 2003 and resigned as editor of the Telegraph to focus on the book. Following Lady Thatcher&rsquo;s death in April, Not For Turning has been published and Moore joins us to offer an insider&rsquo;s perspective on the Iron Lady. Chaired by Magnus Linklater.</p>","Literature",55.951903,-3.206913,"","Charles Moore2013"
"1281","book","Counting Conundrum with Catherine Rayner","","Catherine Rayner","2013","<p>
	Abigail the Giraffe loves to count, it is her very favourite thing. But when she tries counting Zebra&#39;s stripes and Cheetah&#39;s spots, they just won&#39;t sit still. It&#39;s hopeless! What will she do? Join award-winning author and illustrator Catherine Rayner, creator of favourites such as Harris Finds His Feet, Solomon Crocodile and Augustus and his Smile, to find out how Abigail solves her counting conundrum.</p>","Children",55.951903,-3.206913,"Age 4 - 7","Catherine Rayner2013"
"1282","book","Deadly Anna Claybourne","","Anna Claybourne","2013","<p>
	Anna Claybourne is a writer with some dangerous knowledge. She knows the 100 Most Deadly Things On The Planet. From dangerous animals to poisonous plants and fascinatingly fatal foods, Anna regales you with intriguing descriptions and invaluable insights. Get the low down on real-life deadly tales and shocking facts &ndash; this event could save your life one day!</p>","Children",55.951903,-3.206913,"Age 8 - 10","Anna Claybourne2013"
"1283","book","Brendan Simms","The Past and Future of Europe","Brendan Simms","2013","<p>
	Political historian Brendan Simms has written the definitive &ndash; and hugely enjoyable &ndash; story of modern Europe. At the heart of his 500 year history lie two questions: first, why have other kingdoms (ancient China, modern USA) created enormous sprawling entities, while Europe has remained stubbornly chaotic, with each serious attempt to unify it thwarted? And second, why is Germany key to Europe&rsquo;s past and future?</p>","Literature",55.951903,-3.206913,"","Brendan Simms2013"
"1284","book","Paterson's Ten at Ten","","Hannah Kent","2013","<p>
	Start your day with a quick and wonderful ten minute reading from one of our Festival authors. Check the screen in the Entrance Tent to see who&rsquo;s reading each day.</p>","Literature",55.951903,-3.206913,"","Hannah Kent2013"
"1285","book","Miles Glendinning & Edward Hollis","The Heritage Industry","Edward Hollis","2013","<p>
	What do our ancient buildings say about us, and why has the relationship between &lsquo;heritage&rsquo; and global commercialism become so deeply entwined? Miles Glendinning has completed a thoughtful history, The Conservation Movement, while Edward Hollis&rsquo; The Memory Palace recalls the lost rooms of five real palaces, from the Crystal Palace to Versailles. Can these leading Edinburgh-based authors shed light on the future of heritage?</p>","Literature",55.951903,-3.206913,"","Edward Hollis2013"
